name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
B.R. Ryall YMCA of Northwestern DuPage,49 Deicke Dr.,None,Glen Ellyn,IL,60137,(630) 858-0100,41.8606776,-88.07457889999998,Unavailable,Preliminary,Public ,In-Person
Advocate South Suburban Hospital,17800 S. Kedzie Ave.,None,Hazel Crest,IL,60429,(708) 213-3006,41.5663888,-87.696602,Unavailable,Full,Public ,In-Person
Rehab Connections,14901 S. Founders Crossing,None,Homer Glen,IL,60491,(708) 301-3571,41.6191887,-87.93137139999997,Unavailable,Pending,Public ,In-Person
Will-Grundy Medical Clinic,213 East Cass St,None,Joliet ,IL,60432,(815) 726-3377,42.1162895,-85.63520489999998,Unavailable,Pending,Public ,In-Person
YMCA of Kewanee,315 West 1st St,None,Kewanee ,IL,61443,(309) 853-4431,41.4272109,-79.7165437,Unavailable,Pending,Public Employees Members ,In-Person
AMITA Health,2601 Navistar Drive,None,Lisle,IL,60532,(224) 273-3387,41.8126247,-88.1068252,Unavailable,Full,Employees ,Combination
Inspera Health,701 Warrenville Rd.,Suite 250,Lisle ,IL,60532,(844) 677-3725,41.8079125,-88.0661791,Unavailable,Preliminary,Members ,Distance Learning
DuPage Medical Group,"1801 S. Highland Ave., Suite 130",None,Lombard ,IL,60148,(630) 873-8787,41.849638299999995,-88.0111001,Unavailable,Pending,Public ,In-Person
Mattoon Area Family YMCA,221 N. 16th St.,None,Mattoon ,IL,61938,(217) 234-9494,39.957157,-75.165634,https://mattoonymca.org/diabetes-prevention-program/,Pending,Public ,In-Person
OSF Holy Family Medical Center,1000 West Harlem Ave.,None,Monmouth ,IL,61462,(309) 734-1424,33.4637149,-86.9810801,Unavailable,Full,Public ,In-Person
Kirby Medical Center,1000 Medical Center Dr.,None,Monticello ,IL,61856,(217) 762-2115,40.0605915,-88.55891609999998,Unavailable,Pending,Public ,In-Person
Wabash General Hospital Diabetes Prevention Program,1418 Collge Dr.,None,Mount Carmel,IL,62863,(618) 262-8621,38.4206357,-87.7697223,Unavailable,Full,Members ,In-Person
North Suburban YMCA,2705 TECHNY Rd.,None,Northbrook ,IL,60062,(847) 272-7250,42.1157482,-87.84645739999998,Unavailable,Pending,Public Employees Members ,In-Person
Advocate Christ Medical Center,4440 W. 95th St.,None,Oak Lawn,IL,60453,(708) 684-5733,41.721808,-87.73261819999998,Unavailable,Preliminary,Public ,In-Person
Rush Oak Park Hospital Center for Diabetes and Endocrine Care,520 South Maple Ave.,"3rd Floor, CDEC",Oak Park,IL,60304-1097,(708) 660-5900,41.878648999999996,-87.80316979999998,Unavailable,Full,Public ,In-Person
West Cook YMCA,255 S. Marion St.,None,Oak Park,IL,60302,(708) 383-5200,41.8835826,-87.80284429999998,http://www.westcookymca.org/,Full,Public Employees Members ,In-Person
Carle Richland Memorial Hospital,800 East Locust St.,None,Olney ,IL,62450,(618) 395-7340  Ext: 4096 ,43.071256700000006,-87.9013552,Unavailable,Preliminary,Public Employees ,In-Person
YMCA of Ottawa Illinois,201 East Jackson St.,None,Ottawa ,IL,61350,(815) 433-2395,41.34882,-88.83953299999999,Unavailable,Pending,Public Employees Members ,In-Person
Pana Community Hospital,101 E 9th St.,None,Pana ,IL,62557,(217) 562-6231,36.0537023,-94.1578832,Unavailable,Pending,Public Employees ,In-Person
Aceva - MetaLife Program,624 West Glen Ave.,None,Peoria ,IL,61614,(877) 688-7241,40.7455912,-89.60135030000001,Unavailable,Full,Public ,In-Person
Hult Center for Healthy Living,5215 N. Knoxville Ave.,None,Peoria ,IL,61614,(309) 672-4926,40.7508606,-89.5941821,http://www.hulthealthy.org,Full,Public ,In-Person
Illinois Valley Diabetes Center for Excellence,925 West St.,None,Peru ,IL,61354,(815) 780-3576,41.328884,-89.12392109999998,Unavailable,Full,Public ,In-Person
St. Margarets Hospital,600 E 1st st,None,Spring Valley,IL,61362,(815) 664-1501,39.159195200000006,-86.5269881,Unavailable,Pending,Public Employees ,In-Person
Illinois Department of Public Health,"535 W. Jefferson St., 2nd Floor",None,Springfield ,IL,62761,(217) 785-5243,39.803403,-89.66104449999999,Unavailable,Preliminary,Employees ,In-Person
Memorial & Springfield YMCA Diabetes Prevention Program,319 E. Madison,None,Springfield ,IL,62701,(217) 757-7381,39.80440240000001,-89.65127509999998,Unavailable,Full,Public Members ,In-Person
Tazewell County Health Department,21306 IL Rt 9,None,Tremont ,IL,61568-9252,(309) 925-5511,40.583808000000005,-90.4039241,Unavailable,Full,Public ,In-Person
Carle Foundation Hospital,611 W. Park St.,None,Urbana ,IL,61801,(217) 383-3311,40.1178765,-88.2138667,Unavailable,Preliminary,Employees ,In-Person
McHenry County Department of Health,2200 N. Seminary Ave.  Building A,None,Woodstock ,IL,60098,(815) 334-4510,42.3408464,-88.44099399999998,Unavailable,Preliminary,Public Employees ,In-Person
Profound Health Solutions,Relish Health,"160 West Carmel Dr., Suite 245",Carmel ,IN,46032,(317) 809-8413,39.962290700000004,-86.1300672,Unavailable,Pending,Public Employees Other ,In-Person
Profound Health Solutions,160 West Carmel Dr.,None,Carmel ,IN,46032,(317) 694-6959,39.9624391,-86.12997359999999,http://profoundhealthsolutions.com,Pending,Public Employees Other ,Distance Learning
Harrison County Hospital,1141 Hospital Dr. NW,None,Corydon ,IN,47112,(812) 738-4251,38.2386383,-86.1461245,Unavailable,Full,Public Employees ,In-Person
Adams Memorial Hospital,1100 Mercer Ave.,None,Decatur ,IN,46733,(260) 724-2145  Ext: 11107 ,40.8168794,-84.91442669999998,Unavailable,Full,Public Employees ,In-Person
Deaconess Diabetes Prevention Program,520 Mary St,STE 330,Evansville ,IN,47710,(812) 426-9895,37.98309740000001,-87.5712537,http://www.deaconess.com,Full,Public ,In-Person
Vanderburgh County Health Department,420 Mulberry St.,None,Evansville ,IN,47713-1231,(812) 435-5807,37.9675466,-87.5671612,http://www.vanderburghgov.org,Full,Public ,In-Person
YMCA of Southwestern Indiana,222 NW Sixth Street ,None,Evansville ,IN,47708,(812) 426-6210,26.3556578,-80.09070799999998,http://www.ymcaswin.org,Preliminary,Public ,In-Person
YMCA of Greater Fort Wayne,"347 West Berry Street, Suite 500",None,Fort Wayne,IN,46802,(260) 422-6488,41.0782771,-85.14433079999998,https://www.fwymca.org/diabetes_prevention.php,Full,Public Other ,In-Person
Hancock Regional Hospital,801 N. State St,None,Greenfield ,IN,46140,(317) 468-4379,39.794485200000004,-85.7685869,http://www.hancockregionalhospital.org/,Full,Public ,In-Person
Eskenazi Health,"720 Eskenazi Ave., Indianapolis, IN, 46202",None,Indianapolis ,IN,46217,(317) 880-3308,39.777559499999995,-86.18373629999998,Unavailable,Full,Public ,In-Person
Indiana Minority Health Coalition,3737 North Meridian St.,Suite 300,Indianapolis ,IN,46208-4331,(317) 920-4951,39.8234243,-86.1563267,http://www.imhc.org,Full,Public ,In-Person
Indianapolis Healthplex,3660 Guion Rd.,None,Indianapolis ,IN,46222,(317) 920-7400,39.821605600000005,-86.224914,Unavailable,Pending,Public Employees Members ,In-Person
IUHP Diabetes Center DPP,1730 N Capitol Ave.,Suite B437,Indianapolis ,IN,46202,(317) 962-3451,39.78999279999999,-86.16180039999998,Unavailable,Full,Public Employees ,In-Person
Prime Movement Healthcare,55 Monument Cir.,Ste. 705,Indianapolis ,IN,46204,(317) 558-9410,39.7681535,-86.15693370000001,Unavailable,Pending,Public Employees Members Other ,Distance Learning
St. Vincent Medical Group,"250 West 96th St., suite 520",None,Indianapolis ,IN,46260,(317) 269-6004,39.9283325,-86.16197059999998,Unavailable,Preliminary,Public ,In-Person
YMCA of Greater Indianapolis,"615 N. Alabama Street, Suite 200",None,Indianapolis,IN,46204,(317) 266-9622,39.7759416,-86.15184540000001,http://www.indymca.org/classes-programs/prevention-programs-adult-wellness/,Full,Public Employees ,In-Person
Memorial Hospital and Health Care Ctr Diabetes Mg,"721 W 13th St., Suite 102",None,Jasper ,IN,47546,(812) 996-0521,,,http://www.mhhcc.org/,Full,Public ,In-Person
La Porte Hospital,1007 Lincolnway,None,La Porte,IN,46350,(219) 325-7632,41.610642600000006,-86.72513339999998,Unavailable,Pending,Public ,In-Person
The Methodist Hospitals Diabetes Center,303 East 89th Ave.,None,Merrillville ,IN,46410,(219) 738-5802,41.45688870000001,-87.3310936,http://www.methodisthospitals.org,Full,Public Employees ,In-Person
Saint Joseph Health System - Outreach Services,215 W. 4th St.,LL201,Mishawaka ,IN,46544,(574) 335-7954,39.8925831,-76.1669166,http://www.sjmed.com/body.cfm?id=235&fr=true,Full,Public ,In-Person
Ball State University - Healthy Lifestyle Center,2000 W. University Ave.,HB Room #166,Muncie ,IN,47306,(765) 285-8157,40.2049604,-85.40628459999998,Unavailable,Pending,Public Employees ,In-Person
Franciscan Physician Network,221 US Highway 41,Suite A,Schererville,IN,46375,(219) 865-3612  Ext: 2 ,34.98271210000001,-85.1867934,Unavailable,Full,Public ,In-Person
"Major Hospital, A Major Health Partner",150 W. Washington  St.,None,Shelbyville ,IN,46176,(317) 398-5315,32.750201399999995,-117.1646916,Unavailable,Full,Public ,In-Person
Mahogany Maternity,P.O. Box 2648,None,South Bend,IN,46680,(574) 383-1743,,,Unavailable,Pending,Public ,Distance Learning
"Young Men Christians Association of Michiana, INC.","1201 Northside Blvd. South Bend, IN 46615",None,South Bend,IN,46615,(574) 287-9622,41.66345039999999,-86.2322054,Unavailable,Preliminary,Public ,In-Person
Owen County Family YMCA,1111 West State Hwy. 46,None,Spencer ,IN,47460,(812) 828-9622  Ext: 21 ,,,Unavailable,Pending,Public ,In-Person
NuStart Health,797 S Wabash St.,None,Wabash ,IN,46992,(260) 563-0700,40.7914201,-85.8200245,Unavailable,Pending,Public ,In-Person
NuStart Health,797 S WABASH St.,None,Wabash ,IN,46992,(260) 563-0700,40.7914201,-85.8200245,Unavailable,Pending,Public ,Combination
Patterson Health Center,485 North KS-2,None,Anthony ,KS,67003,(620) 914-1200,37.222869700000004,-98.0400798,Unavailable,Pending,Public ,In-Person
Derby Recreation Commission,801 East Market,None,Derby ,KS,67037,(316) 788-3781,36.07208790000001,-79.7811198,Unavailable,Full,Public ,In-Person
Haag Pharmacy,1400 W 12th Ave.,None,Emporia ,KS,66801,(620) 342-1242,39.9347657,-105.08736640000001,Unavailable,Pending,Public Employees Other ,In-Person
Hiawatha Community Hospital,300 Utah St.,None,Hiawatha ,KS,66434,(785) 742-6308,39.8521584,-95.5308115,Unavailable,Preliminary,Public Employees ,In-Person
Hutchinson Clinic Diabetes Prevention Program,2101 N. Waldron,None,Hutchinson ,KS,67502,(620) 669-2500,38.07760469999999,-97.896552,Unavailable,Full,Public ,In-Person
Juntos Center for Advancing Latino Health,4125 Rainbow Blvd. Suite 100 MS 1056,None,Kansas ,KS,66160,(913) 725-8676,39.0524651,-94.6115474,http://juntosks.org/,Full,Public ,In-Person
Center for Physical Activity & Weight Management,2106 Olathe Blvd.,None,Kansas City,KS,66160,(913) 945-8184,39.0537778,-94.6112247,Unavailable,Pending,Public ,Distance Learning
University of Kansas Hospital-Adult Refugee Clinic (Wyandotte County),3901 Rainbow Blvd.,None,Kansas City,KS,66160,(913) 945-8679,39.05634999999999,-94.61139870000001,http://www.kumed.com,Preliminary,Public ,In-Person
Haskell Indian Health Center,2415 Massachusetts St.,None,Lawrence ,KS,66046,(785) 843-3750,38.9398048,-95.2363745,https://www.ihs.gov/oklahomacity/healthcarefacilities/haskell/,Preliminary,Public Employees ,In-Person
"McPherson Hospital, Inc.",1000 Hospital Dr.,None,McPherson,KS,67460,(620) 241-2251  Ext: 179 ,38.378675,-97.670796,http://www.mcphersonhospital.org,Full,Public ,In-Person
JCDHE,11875 S. Sunset Dr.,None,Olathe ,KS,66061,(913) 477-8113,38.9141811,-94.80209520000001,http://www.jocogov.org,Full,Public ,In-Person
JCDHE,11875 S. Sunset Dr.,None,Olathe ,KS,66061,(913) 477-8113,38.9141811,-94.80209520000001,Unavailable,Pending,Public ,Distance Learning
JCDHE,11875 S. Sunset Dr.,None,Olathe ,KS,66061,(913) 477-8113,38.9141811,-94.80209520000001,Unavailable,Pending,Public ,Combination
Nemaha Valley Community Hospital,1600 Community Dr.,None,Seneca ,KS,66538,(785) 336-6181,39.837129100000006,-96.07809820000001,Unavailable,Pending,Public ,In-Person
Midland Care Connection,200  SW Frazier Cir.,None,Topeka ,KS,66606,(785) 232-2044,39.06556,-95.72125799999999,http://www.midlandcareconnection.org/how-we-help/midland-care-diabetes-prevention-program,Preliminary,Public ,In-Person
Central Plains Area Agency on Aging,271 W. 3rd Street N. Ste 500,None,Wichita ,KS,67202,(316) 660-7298,37.6912623,-97.3400941,http://www.cpaaa.org,Full,Public ,In-Person
Via Christi Health Alliance in Accountable Care Inc.,8200 E. Thorn,None,Wichita ,KS,67226,(316) 719-1431,37.755456200000005,-97.2424331,http://www.healthieryou.org,Full,Employees ,In-Person
Via Christi Health Alliance in Accountable Care Inc.,8200 E. Thorn,None,Wichita ,KS,67226,(316) 719-1431,37.755456200000005,-97.2424331,http://www.healthieryou.org,Full,Employees ,Distance Learning
Juniper Health,141 Main St.,None,Beattyville ,KY,41311,(606) 464-0151,42.0868178,-72.62144609999999,http://juniperhealth.org,Full,Public ,In-Person
Taylor Regional Hospital,1700 Old Lebanon Rd.,None,Campbellsville ,KY,42718,(270) 465-3561  Ext: 5843 ,37.3661684,-85.33785010000003,Unavailable,Pending,Public Employees ,In-Person
Sharp Image Fitness,"220 Markim Dr., #4",None,Crittenden ,KY,41030,(859) 739-9384,35.2008499,-89.8267698,Unavailable,Pending,Public ,In-Person
Kroger Pharmacy,3040 Dolphin Dr.,None,Elizatbethtown ,KY,42701,(859) 806-0310,37.7108022,-85.83790570000001,Unavailable,Pending,Public Employees Members ,Combination
Todd County Health Department,205 McReynolds Dr.,None,Elkton ,KY,42220,(270) 265-2362  Ext: 210 ,36.8071622,-87.1574816,http://Mytchd.com,Full,Public ,In-Person
Coach Shellie's Healthy Lifestyle Program,245 Beechwood Ave.,None,Frankfort ,KY,40601,(502) 682-5079,,,Unavailable,Full,Public ,In-Person
Coach Shellie's Healthy Lifestyle Program,245 Beechwood Ave.,None,Frankfort ,KY,40601,(502) 682-5079,,,Unavailable,Full,Public ,OnLine
Franklin County Health Department,851 East-West Connector,None,Frankfort ,KY,40601,(502) 564-5559  Ext: 207 ,38.187413899999996,-84.8562638,http://www.fchd.org,Preliminary,Employees ,In-Person
Kentucky River District Health Department,441 Gorman  Hollow Rd.,None,Hazard ,KY,41701,(606) 785-3144,37.238577899999996,-83.198202,Unavailable,Full,Employees ,In-Person
Diabetes Resource Center of Hopkinsville,530 Noel Ave.,None,Hopkinsville ,KY,42240-1386,(270) 707-0060,36.856561600000006,-87.5163512,http://drchoptown.wordpress.com,Full,Public ,In-Person
Baptist Health Lexington,1740 Nicholasville Road,None,Lexington,KY,40503,(859) 260-5122,38.0181544,-84.5119903,http://www.baptisthealthlexington.com,Full,Public ,In-Person
Kroger Pharmacy,1808 Alexandria Drive,None,Lexington,KY,40504,(859) 373-0841,38.0373991,-84.550884,Unavailable,Full,Public ,In-Person
Lexington Fayette County Health Department,2433 Regency Rd.,None,Lexington ,KY,40503,(859) 288-2446,38.0035282,-84.5255366,Unavailable,Pending,Public ,Distance Learning
Lexington Fayette County Health Dept,650 Newtown Pike,None,Lexington ,KY,40508,(859) 288-2347,38.064747600000004,-84.4985258,http://www.lexingtonhealthdepartment.org/,Preliminary,Public Employees ,In-Person
UKY HealthCare Barnstable Brown Diabetes Center,830 S Limestone,None,Lexington ,KY,40526-0001,(859) 323-5407,38.03236210000001,-84.50884429999999,Unavailable,Full,Public ,Combination
YMCA of Central Kentucky,239 East High Street,None,Lexington,KY,40507,(859) 254-9622,38.0426851,-84.4953018,http://www.ymcaofcentralky.org,Preliminary,Other ,In-Person
Lawrence County Health Department,1080 Meadowbrook Ln.,None,Louisa ,KY,41230,(606) 638-4389,35.6357849,-81.2187788,http://www.lawrencecountyhealthdepartment.com/,Full,Public ,In-Person
Balanced Wellness LLC,1313 Lyndon Ln.,#108,Louisville ,KY,40245,(502) 716-7333,38.2704862,-85.6131803,Unavailable,Full,Public ,Distance Learning
Baptist Health Louisville,4000 Kresge Way,None,Louisville ,KY,40207,(502) 897-8831,38.23724259999999,-85.63879250000001,http://www.baptisthealthlouisville.com,Full,Public ,In-Person
Humana,500 W. Main St.,None,Louisville ,KY,40202,(502) 580-1000,40.6881834,-73.3389833,Unavailable,Pending,Employees ,Distance Learning
Humana,500 W. Main St.,None,Louisville ,KY,40202,(502) 580-1000,40.6881834,-73.3389833,Unavailable,Pending,Employees ,In-Person
ULP Diabetes and Obesity Center,401 East Chestnut St.,Suite 310,Louisville ,KY,40202,(502) 588-4499,38.2480521,-85.7467891,Unavailable,Full,Public Employees ,In-Person
YMCA of Greater Louisville,545 South 2nd Street,None,Louisville,KY,40202,(502) 572-2608,44.979193,-93.259608,http://www.ymcalouisville.org,Full,Public ,In-Person
Graves County Health Department,416 Central Ave.,None,Mayfield ,KY,42066,(270) 247-3553  Ext: 227 ,40.74888120000001,-74.04711280000001,http://www.gravescountyhealthdepartment.com,Full,Public ,In-Person
"Rockcastle Regional Hospital and Respiratory Care Center, Inc.",145 Newcomb Ave.,None,Mount Vernon,KY,40456,(606) 256-2195,37.3572443,-84.3363745,http://rockcastleregional.org,Preliminary,Public ,In-Person
Rockcastle County Health Department,120 Richmond St.,None,Mt. Vernon,KY,40456,(606) 256-2242,43.8557941,-79.3845436,http://cvdhealthdept.com,Preliminary,Public Employees ,In-Person
Jessamine County Health Department,210 E Walnut St.,None,Nicholasville ,KY,40356,(859) 885-4149,39.7762801,-86.14641929999998,Unavailable,Pending,Public Employees Members ,In-Person
Owensboro Health,1006 Ford Ave,None,Owensboro,KY,42301,(270) 688-3056,37.75326200000001,-87.12197629999999,Unavailable,Full,Employees ,In-Person
Johnson County Health Department,630 James Trimble Blvd.,None,Paintsville ,KY,41240,(606) 789-2590,37.8145761,-82.81378259999998,Unavailable,Full,Other ,In-Person
Floyd County Health Department,283 Goble St.,None,Prestonsburg ,KY,41653,(606) 886-2788  Ext: 231 ,37.668119,-82.77567189999998,Unavailable,Pending,Public Employees ,Combination
Madison County Health Department,216  Boggs Ln.,None,Richmond ,KY,40475,(859) 623-7312,37.7348614,-84.28417440000001,https://madisoncountyhealthdept.org/,Pending,Public Employees ,OnLine
Lake Cumberland District Health Department,500 Bourne Ave.,None,Somerset ,KY,42501,(606) 679-4761  Ext: 1157 ,37.0852871,-84.6001957,http://www.lcdhd.org,Pending,Public ,Distance Learning
Lake Cumberland District Health Department,500 Bourne Ave.,None,Somerset ,KY,42501,(606) 678-4761  Ext: 1157 ,37.0852871,-84.6001957,Unavailable,Preliminary,Public ,In-Person
Baton Rouge General Health & Wellness Center,"8490 Picardy Ave., Suite 600-D",None,Baton Rouge,LA,70809,(225) 819-1175,30.3920463,-91.0973145,Unavailable,Full,Public ,In-Person
"FMOLHS Franciscan Health & Wellness Services, Inc","7301 Hennessy Blvd., Suite 3D",None,Baton Rouge,LA,70809,(855) 426-4325,30.405394,-91.1115822,Unavailable,Pending,Employees ,Combination
TRUE CARE HEALTH AND WELLNESS CENTER,13421 Hooper Rd.,Central,Baton Rouge,LA,70818,(225) 250-5216,30.553565000000003,-91.039021,Unavailable,Pending,Public Employees Members Other ,In-Person
Woman's Hospital Diabetes Education Services,500 Rue de la Vie,Suite 515,Baton Rouge,LA,70817,(225) 924-8315,30.385735600000004,-91.0362146,Unavailable,Full,Public ,In-Person
