Name,Address Line 1,Address Line 2,City,State,Zip,Phone,Web Address,Recognition Status,Class open To,Delivery Mode
Taylor Regional Hospital,1700 Old Lebanon Rd.,,Campbellsville ,KY,42718,(270) 465-3561  Ext: 5843 ,,Pending,Public Employees ,In-Person
Sharp Image Fitness,"220 Markim Dr., #4",,Crittenden ,KY,41030,(859) 739-9384,,Pending,Public ,In-Person
Kroger Pharmacy,3040 Dolphin Dr.,,Elizatbethtown ,KY,42701,(859) 806-0310,,Pending,Public Employees Members ,Combination
Todd County Health Department,205 McReynolds Dr.,,Elkton ,KY,42220,(270) 265-2362  Ext: 210 ,http://Mytchd.com,Full,Public ,In-Person
Coach Shellie's Healthy Lifestyle Program,245 Beechwood Ave.,,Frankfort ,KY,40601,(502) 682-5079,,Full,Public ,In-Person
Coach Shellie's Healthy Lifestyle Program,245 Beechwood Ave.,,Frankfort ,KY,40601,(502) 682-5079,,Full,Public ,OnLine
Franklin County Health Department,851 East-West Connector,,Frankfort ,KY,40601,(502) 564-5559  Ext: 207 ,http://www.fchd.org,Preliminary,Employees ,In-Person
Kentucky River District Health Department,441 Gorman  Hollow Rd.,,Hazard ,KY,41701,(606) 785-3144,,Full,Employees ,In-Person
Diabetes Resource Center of Hopkinsville,530 Noel Ave.,,Hopkinsville ,KY,42240-1386,(270) 707-0060,http://drchoptown.wordpress.com,Full,Public ,In-Person
Baptist Health Lexington,1740 Nicholasville Road,,Lexington,KY,40503,(859) 260-5122,http://www.baptisthealthlexington.com,Full,Public ,In-Person
Kroger Pharmacy,1808 Alexandria Drive,,Lexington,KY,40504,(859) 373-0841,,Full,Public ,In-Person
Lexington Fayette County Health Department,2433 Regency Rd.,,Lexington ,KY,40503,(859) 288-2446,,Pending,Public ,Distance Learning
Lexington Fayette County Health Dept,650 Newtown Pike,,Lexington ,KY,40508,(859) 288-2347,http://www.lexingtonhealthdepartment.org/,Preliminary,Public Employees ,In-Person
UKY HealthCare Barnstable Brown Diabetes Center,830 S Limestone,,Lexington ,KY,40526-0001,(859) 323-5407,,Full,Public ,Combination
YMCA of Central Kentucky,239 East High Street,,Lexington,KY,40507,(859) 254-9622,http://www.ymcaofcentralky.org,Preliminary,Other ,In-Person
Lawrence County Health Department,1080 Meadowbrook Ln.,,Louisa ,KY,41230,(606) 638-4389,http://www.lawrencecountyhealthdepartment.com/,Full,Public ,In-Person
Balanced Wellness LLC,1313 Lyndon Ln.,#108,Louisville ,KY,40245,(502) 716-7333,,Full,Public ,Distance Learning
Baptist Health Louisville,4000 Kresge Way,,Louisville ,KY,40207,(502) 897-8831,http://www.baptisthealthlouisville.com,Full,Public ,In-Person
Humana,500 W. Main St.,,Louisville ,KY,40202,(502) 580-1000,,Pending,Employees ,Distance Learning
Humana,500 W. Main St.,,Louisville ,KY,40202,(502) 580-1000,,Pending,Employees ,In-Person
ULP Diabetes and Obesity Center,401 East Chestnut St.,Suite 310,Louisville ,KY,40202,(502) 588-4499,,Full,Public Employees ,In-Person
YMCA of Greater Louisville,545 South 2nd Street,,Louisville,KY,40202,(502) 572-2608,http://www.ymcalouisville.org,Full,Public ,In-Person
Graves County Health Department,416 Central Ave.,,Mayfield ,KY,42066,(270) 247-3553  Ext: 227 ,http://www.gravescountyhealthdepartment.com,Full,Public ,In-Person
"Rockcastle Regional Hospital and Respiratory Care Center, Inc.",145 Newcomb Ave.,,Mount Vernon,KY,40456,(606) 256-2195,http://rockcastleregional.org,Preliminary,Public ,In-Person
Rockcastle County Health Department,120 Richmond St.,,Mt. Vernon,KY,40456,(606) 256-2242,http://cvdhealthdept.com,Preliminary,Public Employees ,In-Person
Jessamine County Health Department,210 E Walnut St.,,Nicholasville ,KY,40356,(859) 885-4149,,Pending,Public Employees Members ,In-Person
Owensboro Health,1006 Ford Ave,,Owensboro,KY,42301,(270) 688-3056,,Full,Employees ,In-Person
Johnson County Health Department,630 James Trimble Blvd.,,Paintsville ,KY,41240,(606) 789-2590,,Full,Other ,In-Person
Floyd County Health Department,283 Goble St.,,Prestonsburg ,KY,41653,(606) 886-2788  Ext: 231 ,,Pending,Public Employees ,Combination
Madison County Health Department,216  Boggs Ln.,,Richmond ,KY,40475,(859) 623-7312,https://madisoncountyhealthdept.org/,Pending,Public Employees ,OnLine
Lake Cumberland District Health Department,500 Bourne Ave.,,Somerset ,KY,42501,(606) 679-4761  Ext: 1157 ,http://www.lcdhd.org,Pending,Public ,Distance Learning
Lake Cumberland District Health Department,500 Bourne Ave.,,Somerset ,KY,42501,(606) 678-4761  Ext: 1157 ,,Preliminary,Public ,In-Person
Baton Rouge General Health & Wellness Center,"8490 Picardy Ave., Suite 600-D",,Baton Rouge,LA,70809,(225) 819-1175,,Full,Public ,In-Person
"FMOLHS Franciscan Health & Wellness Services, Inc","7301 Hennessy Blvd., Suite 3D",,Baton Rouge,LA,70809,(855) 426-4325,,Pending,Employees ,Combination
TRUE CARE HEALTH AND WELLNESS CENTER,13421 Hooper Rd.,Central,Baton Rouge,LA,70818,(225) 250-5216,,Pending,Public Employees Members Other ,In-Person
Woman's Hospital Diabetes Education Services,500 Rue de la Vie,Suite 515,Baton Rouge,LA,70817,(225) 924-8315,,Full,Public ,In-Person
YMCA of the Capital Area,350 S. Foster Dr.,,Baton Rouge,LA,70806,(225) 924-3606,http://www.ymcabr.org,Preliminary,Public ,In-Person
Gilsbar,2100 Covington Centre,,Covington ,LA,70433,(866) 978-2029,,Pending,Employees ,Distance Learning
Start Community Health Center,235 Civic Center Blvd.,,Houma ,LA,70360,(985) 333-2020,,Pending,Public ,In-Person
AM HEALTH SERVICES,323 PATTERSON St. BLDG 12,,Lafayette ,LA,70501,(337) 456-2400,http://ampreventioncenter.com,Preliminary,Public ,In-Person
"Outpatient Medical Center, Inc",1640 Breazeale Springs St.,,Natchitoches ,LA,71457,(318) 352-9299  Ext: 2055 ,http://outpatientmedical.org/cyl2,Preliminary,Public ,In-Person
"Iberia Comprehensive Community Health Center, Inc.",806 Jefferson Ter. Blvd.,,New Iberia,LA,70560,(318) 256-8150,,Pending,Public ,In-Person
Sankofa Community Development Corporation,5200 Dauphine St.,,New Orleans,LA,70117,(504) 872-9214,,Pending,Public ,In-Person
Youth Village Restoration Center,1125 Louisiana Ave.,,Port Allen,LA,70767,(225) 227-2406,,Pending,Members ,In-Person
Martin Luther King Health Center & Pharmacy,865 Olive St.,,Shreveport ,LA,71104-2136,(318) 227-2912  Ext: 1 ,,Full,Public ,In-Person
The Jena Band of Choctaw Indians,1018 Chata Yakni St.,,Trout ,LA,71371,(318) 992-2763,,Pending,Employees Members ,In-Person
YMCA Cape Cod,2245 Iyannough Rd.,,Barnstable ,MA,2668,(508) 362-6500  Ext: 130 ,,Pending,Public ,In-Person
Enhance Asian Community on Health,1 Franklin St.,Unit 1207,Boston ,MA,2110,(857) 472-3224,,Pending,Public Employees ,In-Person
Good Measures LLC,60 State St.,Suite 700,Boston ,MA,2109,(888) 320-1776,http://www.goodmeasures.com,Full,Public ,In-Person
Good Measures LLC,60 State St.,Suite 700,Boston ,MA,2109,(888) 320-1776,https://www.goodmeasures.com/,Full,Public ,Distance Learning
Good Measures LLC,60 State St.,Suite 700,Boston ,MA,2109,(888) 320-1776,http://www.goodmeasures.com,Full,Public ,OnLine
YMCA of Greater Boston,316 Huntington Ave.,,Boston ,MA,2115,(617) 927-8060,,Pending,Public ,In-Person
"Old Colony YMCA Wellness Services, Inc.",320 Main Street,,Brockton,MA,2301,(781) 341-2016,http://oldcolonyymca.org/,Full,Other ,In-Person
Bowdoin Street Health Center,230 Bowdoin St.,,Dorchester ,MA,2122,(617) 754-0100,http://www.bidmc.org/YourHealth/Health-Notes/Diabetes/Facts/PreDiabetes.aspx,Preliminary,Public ,In-Person
MetroWest YMCA,280 Old Connecticut Path,,Framingham,MA,1701,(508) 879-4420  Ext: 39 ,http://www.metrowestymca.org,Preliminary,Public ,In-Person
"The Latino Health Insurance Program, Inc.","88 Waverly St., 1St. Floor, Suite 150",,Framingham ,MA,01702-7100,(508) 875-1237,,Pending,Public ,In-Person
YMCA in Greenfield,451 Main St.,,Greenfield ,MA,1301,(413) 773-3646  Ext: 428 ,http://www.ymcaingreenfield.org,Preliminary,Public ,In-Person
Greater Holyoke YMCA,171 Pine Street,,Holyoke,MA,1040,(413) 534-5631,http://www.holyokeymca.org,Preliminary,Public ,In-Person
Greater Lawrence Family Health Center,34 Haverhill St.,,Lawrence ,MA,1841,(978) 686-0090  Ext: 6542 ,,Pending,Other ,In-Person
Malden Young Men's Christian Association,99 Dartmouth St.,,Malden ,MA,2148,(781) 324-7680  Ext: 212 ,,Preliminary,Public ,In-Person
YMCA Southcoast,18 S. Water St.,,New Bedford,MA,2740,(508) 996-9622  Ext: 141 ,http://www.ymcasouthcoast.org,Full,Public ,In-Person
Hockomock Area YMCA,300 Elmwood Street,,North Attleboro,MA,2760,(508) 643-5270,http://www.hockymca.org,Full,Public Employees Other ,In-Person
South Shore Young Men's Christian Association,91  Longwater Cir.,Suite 100,Norwell ,MA,2061,(617) 479-8500  Ext: 8228 ,http://ssymca.org/quincy/programs/healthy-living/ymcas-diabetes-prevention-program/,Full,Public ,In-Person
Berkshire Medical Center,725 North St.,,Pittsfield ,MA,1201,(413) 445-9232,,Full,Public ,In-Person
DMS NORTH AMERICA LLC,44 Stanton St.,,Worcester ,MA,21228,(508) 847-9498,,Pending,Public Employees ,Distance Learning
Reliant Medical Group,5 Neponset Street,,Worcester ,MA,1606,(508) 425-5880  Ext: 42806 ,,Preliminary,Public Employees ,Combination
"Hilltown Community Health Centers, Inc.",58 Old North Rd.,,Worthington ,MA,1098,(413) 667-2203  Ext: 310 ,,Pending,Public ,In-Person
Anne Arundel Medical Center,2001 Medical Pkwy.,,Annapolis ,MD,21401,(443) 481-5995,,Pending,Other ,OnLine
Anne Arundel Medical Center,2001 Medical Pkwy.,,Annapolis ,MD,21401,(443) 481-5995,https://www.aahs.org/Events/Diabetes-Prevention-Program-(DPP)/,Pending,Public ,In-Person
Affya Health & Wellness,3477 hillsmere Rd.,,Baltimore ,MD,21207,(443) 469-0993  Ext: 4434690993 ,,Pending,Public ,OnLine
"Jacinta Nutrition & Diabetes Education Services, LLC.",21 West Road,Suite 103,Baltimore,MD,21204,(443) 652-3674,http://jacintanutrition.com/services/pre-diabetes/,Preliminary,Public ,In-Person
Johns Hopkins Brancati Center,2024 East Monument St.,,Baltimore ,MD,21205,(410) 614-9409,http://www.brancaticenter.com/diabetes-prevention-programs.html,Pending,Other ,OnLine
Johns Hopkins Brancati Center,"2024 East Monument St., Suite 2500",,Baltimore ,MD,21287,(410) 614-6441,http://www.brancaticenter.com/diabetes-prevention-programs.html,Full,Public ,In-Person
Medstar Franklin Square Medical Center,9000 Franklin Sq. Dr.,,Baltimore ,MD,21237,(443) 777-8246,http://medstarfranklin.org/,Full,Public ,In-Person
Medstar Franklin Square Medical Center,9000 Franklin Sq. Dr.,,Baltimore ,MD,21237,(443) 777-8246,,Pending,Public ,OnLine
MedStar Good Samaritan Hospital,5601 Loch Raven Blvd.,,Baltimore ,MD,21236,(443) 444-4698,,Pending,Public ,OnLine
MedStar Good Samaritan Hospital,5601 Loch Raven Blvd.,,Baltimore ,MD,21239,(443) 444-4793,,Pending,Public Employees ,In-Person
MedStar Harbor Hospital,3001 Light St.,,Baltimore ,MD,21225,(410) 350-3200,,Pending,Employees ,In-Person
St Agnes Healthcare,900 Caton Ave.,,Baltimore ,MD,21229,(410) 368-3244,,Full,Public ,In-Person
University of Maryland Center for Diabetes & Endocrinology,827 Linden Ave. Second Floor,,Baltimore ,MD,21201,(410) 328-8402,,Full,Public ,In-Person
"Wright Health Coach, Inc.",4216 Wickford Rd.,,Baltimore ,MD,21210,(443) 803-0191,,Pending,Other ,Distance Learning
University of Maryland Upper Chesapeake Health,510 Upper Chesapeake Dr.,,Bel Air,MD,21014,(800) 515-0044,,Pending,Public ,Combination
Atlantic General Hospital,9733 Healthyway Dr.,,Berlin ,MD,21811,(410) 629-6820,,Preliminary,Public Employees ,In-Person
Bethesda NEWtrition and Wellness Solutions,10215 Fernwood Rd.,Suite 630,Bethesda ,MD,20817,(240) 449-3094,,Preliminary,Public ,In-Person
Bladensburg Seventh-Day Adventist Church,11911 Lanham Severn Rd.,,Bowie ,MD,20720,(301) 262-8418,,Pending,Public Employees Members Other ,Distance Learning
"Eastern Shore Wellness Solutions, Inc",824 Fairmount Ave. - Ste 4,,Cambridge ,MD,21613,(410) 221-0795,http://www.abc-md.org,Full,Public ,In-Person
Continuum Wellness Center LLC,2 West Rolling Crossroads Ste 111,,Catonsville ,MD,21228-6204,(410) 788-6727,,Pending,Public ,OnLine
Continuum Wellness Center LLC.,2 West Rolling Crossroads Ste 111,,Catonsville ,MD,21228-6204,(410) 788-6727,,Pending,Public ,Distance Learning
Continuum Wellness Center LLC.,"2 W. Rolling Crossroads, Ste 111",,Catonsville ,MD,21228-6204,(410) 788-6727,,Pending,Public ,In-Person
Kent County Health Department,125 S. Lynchburg St,,Chestertown,MD,21620,(410) 778-1350,http://www.kenthd.org,Full,Public ,In-Person
MedStar Southern Maryland Hospital Center,Surratts Rd.,,Clinton ,MD,20735,(301) 868-8000,,Pending,Public ,In-Person
MedStar Southern Maryland Hospital Center,7503 Surratts Rd.,,Clinton ,MD,20735,(301) 868-8000,,Pending,Public ,OnLine
eRemedy Rx Wellness/Pace Rx-LLC,5457 Twin Knolls Rd.,300-S6,Columbia ,MD,21045,(410) 384-4747,,Pending,Public Employees ,In-Person
Welldoc,10221 Wincopin Cir.,Ste 150,Columbia ,MD,21044,(443) 692-3100,,Pending,Members ,OnLine
AHEC West,39 Baltimore St.,Ste 201,Cumberland ,MD,21502,(301) 777-9150,,Pending,Public ,OnLine
AHEC West,39 Baltimore St.,Suite 201,Cumberland ,MD,21502,(301) 777-9150,,Full,Public ,In-Person
Caroline County Health Department,403 South 7th St.,,Denton ,MD,21629,(410) 479-8080,http://www.carolinehd.org/chronic-disease-prevention,Full,Public ,In-Person
YMCA of the Cheasapeake,111 E. Dover St.,,Easton ,MD,21601,(410) 822-0566,,Pending,Public Employees Members ,In-Person
"Jamah Health and Wellness, LLC.",7418 Wild Honey Way,,Elkridge ,MD,21075,(301) 523-6349,,Pending,Other ,Distance Learning
Cecil County Health Department,401 Bow St.,,Elkton ,MD,21921,(410) 996-5168,,Pending,Public Employees ,OnLine
Cecil County Health Department,401 Bow St.,,Elkton ,MD,21921,(410) 996-5168,,Full,Public ,In-Person
Asian American Center of Frederick,1306 W Patrick St.,Suite 5A,Frederick ,MD,21703,(301) 694-3355,,Pending,Public ,In-Person
Frederick County Health Department,350 Montevue Ln.,,Frederick ,MD,21702,(301) 600-1733,http://www.frederickcountymd.gov/healthdept,Full,Public Employees ,In-Person
YMCA of Frederick County Maryland,1000 North Market St.,,Frederick ,MD,21701,(301) 663-5131  Ext: 1258 ,https://frederickymca.org/programs/health-wellness/diabetes-prevention-program/,Pending,Public Employees Members ,In-Person
Mindful Living Institute,20528 Boland Farm Rd.,#109,Germantown ,MD,20876,(301) 515-3333,,Pending,Public Employees Other ,In-Person
"Nutrition and Diabetes Education Center, LLC",12150 Annapolis Rd. Ste 104,,Glenn Dale,MD,20769,(301) 805-8292,http://nutrition-diabetes.com,Pending,Public ,In-Person
Meritus Medical Center,11116 Medical Campus Rd.,,Hagerstown ,MD,21742,(301) 790-8907,,Preliminary,Public ,In-Person
Meritus Medical Center,11116 Medical Campus Rd.,,Hagerstown ,MD,21742,(301) 790-8964,,Pending,Public Employees ,OnLine
"Washington County Commisiion on Aging, Inc",535 E. Franklin St.,,Hagerstown ,MD,21740,(301) 790-0275  Ext: 231 ,http://www.wccoaging.org/,Pending,Public ,In-Person
"Washington County Commission on Aging, Inc",535 E. Franklin St.,,Hagerstown ,MD,21740,(301) 790-0275  Ext: 231 ,,Pending,Public ,OnLine
Washington County Health Department,1302 Pennsylvania Ave,,Hagerstown,MD,21742,(240) 313-3200,http://www.washhealth.org,Full,Public ,In-Person
"Amerigroup Maryland Healthy Living, Healthy You",7550 Teague Rd.,Suite 500,Hanover ,MD,21076,(443) 934-4706,,Pending,Members ,OnLine
University of Maryland Upper Chesapeake Health,2027 Pulaski Hwy.,Suite 215,Havre De Grace,MD,21078,(800) 515-0044,,Full,Public ,In-Person
Doctors Diabetes Education Center,"8100 Good Luck Rd., 5th Floor",,Lanham ,MD,20706,(301) 552-8661,,Pending,Public Employees ,In-Person
HCD International,4390 Parliament Pl.,Suite A,Lanham ,MD,20706,(301) 552-8803  Ext: 2153854949 ,,Pending,Public ,In-Person
HCD International,4390 Parliament Pl. Suite A,Suite A,Lanham ,MD,20706,(240) 296-3957,,Pending,Public ,OnLine
Prince George's County Health Department,1701 McCormick Dr.,,Largo ,MD,20774,(301) 856-9405,,Full,Public Employees ,In-Person
Vibrant Health & Wellness Foundation,1300 Mercantile Ln.,Suite 129-10,Largo ,MD,20774,(240) 462-7983,,Preliminary,Public ,In-Person
Vibrant Health & Wellness Foundation,1450 MERCANTILE Ln.,Suite 205,Largo ,MD,20774,(240) 462-7983  Ext: 2404627983 ,,Pending,Public ,OnLine
Community Health Education and Research Corp,8101 Sandy Spring Rd.,Suite 100-M,Laurel ,MD,20707-5390,(301) 798-3189,,Pending,Public ,In-Person
MedStar St. Mary's Hospital,25500 Point Lookout Rd.,,Leonardtown ,MD,20650,(301) 475-6019,http://www.medstarstmarys.org,Full,Public ,In-Person
MedStar St. Mary's Hospital,25500 Point Lookout Rd.,,Leonardtown ,MD,20650,(301) 475-6019,,Pending,Public Employees ,OnLine
Garrett Regional Medical Center,251 North 4th St.,,Oakland ,MD,21550,(301) 533-4271,https://www.grmc-wvumedicine.org/services/diabetes-and-nutrition,Pending,Public ,Combination
Garrett Regional Medical Center,251 North Fourth St.,,Oakland ,MD,21550,(301) 533-4271,,Full,Public ,In-Person
"Meridian Medical Associates, LLC.",5620 Saint Barabas Rd. #360,,Oxen Hill,MD,20745,(240) 766-4552,,Pending,Members Other ,OnLine
"Meridian Medical Associates, LLC.",5620 St. BARNABAS Rd.,Suite 360,Oxon Hill,MD,20745,(240) 766-4552,,Pending,Public ,In-Person
Amani Nicol Wellness,111 Old Ct. Rd.,Suite 2B,Pikesville ,MD,21208,(443) 272-1029,http://anfw.us/diabetes-prevention,Pending,Public Employees Other ,Combination
Calvert County Health Department,"975 Solomons Island Rd., North",,Prince Frederick,MD,20678,(410) 535-5400  Ext: 357 ,,Pending,Public ,OnLine
Calvert County Health Department,975 Solomons Island Rd.,,Prince Frederick,MD,20678,(410) 535-5400,http://calverthealth.org,Full,Public ,In-Person
Kaiser Permanente Mid-Atlantic States,2101 East Jefferson St,,Rockville ,MD,20852,(703) 359-7878,,Pending,Members ,OnLine
Kaiser Permanente Mid-Atlantic States,2101 East Jefferson St.,,Rockville ,MD,20854,(703) 359-7878,,Pending,Members ,In-Person
Kaiser Permanente Mid-Atlantic States,2101 East Jefferson St,,Rockville ,MD,20852,(703) 359-7878,,Pending,Members ,Combination
Apple Discount Drugs,404A N. Fruitland Blvd.,,Salisbury ,MD,21801,(410) 749-8401,,Pending,Public ,In-Person
Nutritional Metamorphosis,5925 Dunbar Ter.,,Salisbury ,MD,21804,(443) 900-7722,,Pending,Public ,Distance Learning
Wicomico County Health Department,108 East Main St,,Salisbury ,MD,21801,(410) 334-3480  Ext: 7482 ,,Preliminary,Public ,In-Person
Holy Cross Health,1500 Forest Glen Rd.,,Silver Spring,MD,20910,(301) 557-1231,http://www.holycrosshealth.org/diabetes-prevention-program,Full,Public ,In-Person
Worcester County Health Department,6040 Public Landing Rd.,,Snow Hill,MD,21863,(410) 632-0056,http://worcesterhealth.org,Preliminary,Public ,In-Person
Geckle Diabetes and Nutrition Center GBMC,6701 N. Charles St.,Suite 2372,Towson ,MD,21204,(443) 849-2036,,Pending,Public ,In-Person
University of Maryland St. Joseph Medical Center,7601 Osler Dr.,,Towson ,MD,21204-7582,(410) 337-1479,,Pending,Public ,In-Person
Well Konnect LLC,10145 Campus Way South,,Upper Marlboro,MD,20774,(772) 333-5799,,Pending,Public Employees Members Other ,In-Person
Health Partners Inc,3070 Crain Hwy.,Suite 101,Waldorf ,MD,20601-2831,(301) 645-3556,,Pending,Public Employees Members Other ,Combination
Bay Community Health,134 Owensville Rd.,,West River,MD,20778-9702,(410) 867-4700  Ext: 118 ,,Pending,Public ,In-Person
Carroll County Health Department,290 S Center St.,,Westminster ,MD,21157,(410) 876-4819,https://cchd.maryland.gov/national-diabetes-prevention-program-in-carroll-county/,Pending,Public Employees ,OnLine
Carroll County Health Department,290 S. Center St.,,Westminster ,MD,21157,(410) 876-2152,http://cchd.maryland.gov,Preliminary,Public Employees ,In-Person
Somerset County Health Department,7920 Crisfield Hwy.,,Westover ,MD,21871,(443) 523-1760  Ext: 1726 ,,Pending,Public ,In-Person
Charles County Department of Health,4545 Crain Hwy.,,White Plains,MD,20695,(301) 609-6885,,Preliminary,Public ,In-Person
